address	price	Bedrooms	Bath	Lot Size	Property Age	Gross Taxes for 2020	Area	Sub-Area/Community	Property Type	Title	Style																	
3249 W 33rd Avenue	"$2,299,000"	6	3	33 ft x 130 ft (4290 ft²)	Built in 1940 (80 yrs old)	"$6,878"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4885 Elm Street	"$3,780,000"	5	3	6300 ft²	Built in 1987 (33 yrs old)	"$12,402"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	3 Storey																	
2956 W 36th Avenue	"$5,250,000"	6	6	59 ft x 130 ft (7737 ft²)	Built in 2008 (12 yrs old)	"$22,392"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4679 Puget Drive	"$4,880,000"	4	2	57 ft x 123 ft (7020 ft²)	Built in 1941 (79 yrs old)	"$14,703"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4889 Trafalgar Street	"$3,380,000"	6	6	47 ft x 118 ft (5674 ft²)	Built in 1996 (24 yrs old)	"$9,781"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2708 W 34th Avenue	"$6,990,000"	4	6	60 ft x 140 ft (8400 ft²)	Built in 2017 (3 yrs old)	"$23,136"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2971 W 31st Avenue	"$5,980,000"	5	6	50 ft x 130 ft (6525 ft²)	Built in 2015 (5 yrs old)	"$18,985"	Vancouver West	MacKenzie Heights	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4937 Mackenzie Street	"$1,480,000"	2	2	Built in 2012 (8 yrs old)	"$4,065"	$450	Vancouver West	MacKenzie Heights	Townhouse	Freehold Strata	End Unit																	
1402 4655 Valley Drive	"$799,000"	1	1	Built in 2002 (18 yrs old)	"$2,276"	$395	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	"Corner Unit,Penthouse"																	
2210 Mcmullen Avenue	"$2,750,000"	5	4	6216 ft²	Built in 2020 (0 yrs old)	"$9,562"	$0	Vancouver West	Quilchena	Duplex	Freehold NonStrata																	
2389 Mcbain Avenue	"$5,990,000"	6	6	55 ft x 120 ft (6600 ft²)	Built in 2013 (7 yrs old)	"$18,396"	Vancouver West	Quilchena	House	Freehold NonStrata	3 Storey																	
307 2083 W 33rd Avenue	"$728,000"	2	1	Built in 2003 (17 yrs old)	"$1,998"	$346	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	1 Storey																	
207 4101 Yew Street	"$799,000"	2	1	Built in 1974 (46 yrs old)	"$1,953"	$470	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	1 Storey																	
508 2101 Mcmullen Avenue	"$725,000"	1	1	Built in 1974 (46 yrs old)	"$1,880"	$446	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	1 Storey																	
18 4350 Valley Drive	"$1,649,900"	2	3	Built in 1977 (43 yrs old)	"$5,167"	$543	Vancouver West	Quilchena	Townhouse	Freehold Strata	"2 Storey w/Bsmt.,Inside Unit"																	
2257 Mcmullen Avenue	"$5,990,000"	5	7	52 ft x 120 ft (6243 ft²)	Built in 2018 (2 yrs old)	"$16,487"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4855 Paton Street	"$4,580,000"	5	3	54 ft x 117 ft (6370 ft²)	Built in 1961 (59 yrs old)	"$10,544"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
204 3905 Springtree Drive	"$474,000"	1	1	Built in 1979 (41 yrs old)	"$1,215"	$290	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Inside Unit																	
101 2140 Briar Avenue	"$998,000"	2	2	Built in 1980 (40 yrs old)	"$2,806"	$509	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Corner Unit																	
2126 W 34th Avenue	"$5,000,000"	2	4	141 ft x 130 ft (12873 ft²)	Built in 1970 (50 yrs old)	"$10,273"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
109 4759 Valley Drive	"$1,980,000"	3	3	Built in 2005 (15 yrs old)	"$5,465"	$659	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	"Corner Unit,Ground Level Unit"																	
301 4759 Valley Drive	"$1,348,000"	2	2	Built in 2005 (15 yrs old)	"$3,180"	$446	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Upper Unit																	
109 2101 Mcmullen Avenue	"$698,000"	1	1	Built in 1973 (47 yrs old)	"$1,644"	$418	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	"Inside Unit,Upper Unit"																	
404 4685 Valley Drive	"$1,395,000"	2	2	Built in 2004 (16 yrs old)	"$3,698"	$468	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	"1 Storey,Corner Unit"																	
602 4759 Valley Drive	"$1,380,000"	2	2	Built in 2005 (15 yrs old)	"$3,524"	$429	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Upper Unit																	
408 2083 W 33rd Avenue	"$672,900"	1	1	Built in 2003 (17 yrs old)	"$1,931"	$333	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Upper Unit																	
2606 Edgar Crescent	"$5,980,000"	5	5	68 ft x 122 ft (7487 ft²)	Built in 1994 (26 yrs old)	"$14,446"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2175 W 32nd Avenue	"$6,388,000"	4	5	57 ft x 119 ft (6834 ft²)	Built in 2015 (5 yrs old)	"$15,855"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2475 W 35th Avenue	"$4,680,000"	6	6	60 ft x 130 ft (7800 ft²)	Built in 1989 (31 yrs old)	"$14,106"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2360 W King Edward Avenue	"$2,990,000"	3	2	66 ft x 130 ft (7884 ft²)	Built in 1953 (67 yrs old)	"$8,649"	Vancouver West	Quilchena	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
4729 Haggart Street	"$5,691,000"	5	7	60 ft x 125 ft (7525 ft²)	Built in 2013 (7 yrs old)	"$19,523"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2617 Mcbain Avenue	"$5,380,000"	5	6	54 ft x 122 ft (6400 ft²)	Built in 2015 (5 yrs old)	"$19,359"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2268 W 32nd Avenue	"$4,190,000"	7	4	57 ft x 120 ft (6852 ft²)	Built in 1963 (57 yrs old)	"$11,877"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
113 4759 Valley Drive	"$1,258,000"	2	2	Built in 2005 (15 yrs old)	"$3,081"	$412	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	"Corner Unit,Ground Level Unit"																	
305 4685 Valley Drive	"$1,198,000"	2	2	Built in 2004 (16 yrs old)	"$3,332"	$431	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	1 Storey																	
2399 W 35th Avenue	"$6,990,000"	6	7	60 ft x 130 ft (7800 ft²)	Built in 2019 (1 yrs old)	"$12,694"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1303 4655 Valley Drive	"$668,000"	1	1	Built in 2002 (18 yrs old)	"$1,786"	$304	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	1 Storey																	
409 4101 Yew Street	"$910,000"	2	2	Built in 1974 (46 yrs old)	"$2,164"	$530	Vancouver West	Quilchena	Apt/Condo	Freehold Strata	Upper Unit																	
2143 W 36th Avenue	"$11,880,000"	5	8	75 ft x 134 ft (10050 ft²)	Built in 2018 (2 yrs old)	"$25,646"	Vancouver West	Quilchena	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1438 W 32nd Avenue	"$23,880,000"	7	10	101 ft x 181 ft (15632 ft²)	Built in 2020 (0 yrs old)	"$58,142"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.															Yes	Yes	
1520 W 32nd Avenue	"$4,990,000"	8	8	18759 ft²	Built in 1992 (28 yrs old)	"$16,865"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5415 Cypress Street	"$4,688,000"	5	3	78 ft x 122 ft (9516 ft²)	Built in 1927 (93 yrs old)	"$14,238"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1110 W 15th Avenue	"$1,998,000"	3	2	Built in 2020 (0 yrs old)	Vancouver West	Shaughnessy	Apt/Condo	R2517748	Will McKitka	Sotheby's International Realty Canada	Kevin Hardy																	
1112 W 15th Avenue	"$2,198,000"	3	1	Built in 2020 (0 yrs old)	Vancouver West	Shaughnessy	Apt/Condo	R2517749	Will McKitka	Sotheby's International Realty Canada	Kevin Hardy																	
4768 Osler Street	"$5,650,000"	5	6	50 ft x 120 ft (6000 ft²)	Built in 2017 (3 yrs old)	"$12,596"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1288 Laurier Avenue	"$9,688,000"	6	7	80 ft x 200 ft (16000 ft²)	Built in 1993 (27 yrs old)	"$52,699"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1288 W 27th Avenue	"$4,289,000"	6	5	50 ft x 125 ft (6250 ft²)	Built in 1984 (36 yrs old)	"$10,690"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
1476 W 33rd Avenue	"$3,898,000"	7	4	70 ft x 125 ft (8750 ft²)	Built in 1920 (100 yrs old)	"$8,970"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1469 Matthews Avenue	"$12,890,000"	6	8	93 ft x 209 ft (22056 ft²)	Built in 1912 (108 yrs old)	"$52,622"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
1020 Wolfe Avenue	"$5,880,000"	9	6	92 ft x 149 ft (21186 ft²)	Built in 1976 (44 yrs old)	"$25,149"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1736 W 37th Avenue	"$6,980,000"	4	4	70 ft x 180 ft (12600 ft²)	Built in 1949 (71 yrs old)	"$25,105"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey																	
1712 Cedar Crescent	"$13,998,000"	5	4	164 ft x 210 ft (23522 ft²)	Built in 1912 (108 yrs old)	"$36,805"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1777 W 38th Avenue	"$7,880,000"	5	7	10073 ft²	Built in 2014 (6 yrs old)	"$16,781"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4111 Hudson Street	"$1,629,000"	2	2	Built in 2020 (0 yrs old)	$0	$274	Vancouver West	Shaughnessy	Townhouse	Freehold Strata	"Ground Level Unit,Reverse 2 Storey"																	
1212 Balfour Avenue	"$7,890,000"	5	4	113 ft x 116 ft (13199 ft²)	Built in 1923 (97 yrs old)	"$35,523"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
1080 Wolfe Avenue	"$13,888,000"	5	5	158 ft x 173 ft (27523 ft²)	Built in 1912 (108 yrs old)	"$23,354"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
4238 Pine Crescent	"$10,990,000"	7	8	75 ft x 126 ft (9450 ft²)	Built in 2019 (1 yrs old)	"$26,188"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2 1310 W King Edward Avenue	"$2,599,000"	3	3	Built in 2021 (-1 yrs old)	$0	$458	Vancouver West	Shaughnessy	Townhouse	Freehold Strata	2 Storey																	
1121 Nanton Avenue	"$5,380,000"	6	7	50 ft x 124 ft (6200 ft²)	Built in 2017 (3 yrs old)	"$14,144"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4051 Cypress Street	"$10,930,000"	5	7	198 ft x 78 ft (15633 ft²)	Built in 2004 (16 yrs old)	"$45,143"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1592 Nanton Avenue	"$5,788,000"	4	6	80 ft x 124 ft (10000 ft²)	Built in 1961 (59 yrs old)	"$16,237"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4105 Hudson Street	"$1,199,000"	2	2	Built in 2021 (-1 yrs old)	$0	$254	Vancouver West	Shaughnessy	Apt/Condo	Freehold Strata	"1 Storey,Ground Level Unit"																	
38 4900 Cartier Street	"$1,980,000"	3	3	Built in 1981 (39 yrs old)	"$4,295"	$864	Vancouver West	Shaughnessy	Townhouse	Freehold Strata	2 Storey																	
5637 Laburnum Street	"$9,888,000"	5	7	77 ft x 132 ft (10164 ft²)	Built in 2019 (1 yrs old)	"$40,910"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey w/Bsmt																	
1529 W 36th Avenue	"$9,990,000"	6	6	110 ft x 140 ft (15400 ft²)	Built in 1922 (98 yrs old)	"$37,058"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1307 W 41st Avenue	"$3,688,000"	4	2	62 ft x 139 ft (8794 ft²)	Built in 1940 (80 yrs old)	"$8,950"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey																	
3689 Selkirk Street	"$26,988,000"	12	12	39600 ft²	Built in 1915 (105 yrs old)	"$106,377"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey w/Bsmt																	
1678 Somerset Crescent	"$12,880,000"	4	5	174 ft x 95 ft (25043 ft²)	Built in 1930 (90 yrs old)	"$53,653"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1575 W 29th Avenue	"$5,880,000"	4	3	66 ft x 150 ft (9900 ft²)	Built in 1943 (77 yrs old)	"$16,051"	Vancouver West	Shaughnessy	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
1098 Wolfe Avenue	"$9,980,000"	5	6	90 ft x 199 ft (17991 ft²)	Built in 2008 (12 yrs old)	"$44,905"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5549 Cypress Street	"$5,100,000"	5	5	80 ft x 122 ft (9760 ft²)	Built in 1929 (91 yrs old)	"$17,690"	Vancouver West	Shaughnessy	House	Freehold NonStrata	4 Level Split																	
1233 Tecumseh Avenue	"$35,800,000"	7	8	126 ft x 0 ft (25340 ft²)	Built in 2019 (1 yrs old)	"$46,835"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
4429 Marguerite Street	"$11,980,000"	6	7	72 ft x 125 ft (9000 ft²)	Built in 2015 (5 yrs old)	"$49,009"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1491 Devonshire Crescent	"$4,350,000"	3	3	67 ft x 130 ft (8775 ft²)	Built in 1931 (89 yrs old)	"$9,134"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
3689 Angus Drive	"$12,600,000"	6	7	21746 ft²	Built in 1912 (108 yrs old)	"$38,587"	Vancouver West	Shaughnessy	House	Freehold NonStrata	3 Storey																	
1376 W 26th Avenue	"$10,880,000"	5	8	75 ft x 125 ft (9375 ft²)	Built in 2017 (3 yrs old)	"$37,606"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1289 W 40th Avenue	"$5,380,000"	6	6	68 ft x 123 ft (8360 ft²)	Built in 1992 (28 yrs old)	"$15,860"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey																	
4239 Pine Crescent	"$7,880,000"	6	8	75 ft x 106 ft (7950 ft²)	Built in 2015 (5 yrs old)	"$33,547"	Vancouver West	Shaughnessy	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5843 Highbury Street	"$4,880,000"	6	6	66 ft x 120 ft (7920 ft²)	Built in 2016 (4 yrs old)	"$12,202"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
Ph3 5555 Dunbar Street	"$1,388,000"	3	3	Built in 2015 (5 yrs old)	"$4,096"	$693	Vancouver West	Southlands	Apt/Condo	Freehold Strata	Penthouse																	
7110 Blenheim Street	"$18,999,000"	5	7	330 ft x 290 ft (2.2 acres)	Built in 2015 (5 yrs old)	"$40,477"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey																	
6196 Highbury Street	"$4,180,000"	5	6	66 ft x 113 ft (7492 ft²)	Built in 2014 (6 yrs old)	"$10,607"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey																	
3852 W 50th Avenue	"$3,080,000"	5	6	66 ft x 147 ft (9735 ft²)	"$7,160"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	147.5																	
3852 W 50th Avenue	"$3,080,000"	5	6	66 ft x 147 ft (9735 ft²)	"$7,160"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	147.5																	
3839 W 51st Avenue	"$4,880,000"	5	6	66 ft x 149 ft (9834 ft²)	"$7,455"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	149																	
3822 W 50th Avenue	"$2,880,000"	5	7	66 ft x 148 ft (9788 ft²)	"$6,723"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	148.3																	
3823 W 51st Avenue	"$2,480,000"	5	6	9808 ft²	"$6,726"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	66.00 feet																	
303 3636 W 39th Avenue	"$1,679,900"	2	3	Built in 2023 (-3 yrs old)	$0	$0	Vancouver West	Southlands	Apt/Condo	Freehold Strata	Upper Unit																	
5687 Olympic Street	"$5,288,000"	9	8	71 ft x 110 ft (7810 ft²)	Built in 2017 (3 yrs old)	"$13,818"	Vancouver West	Southlands	House	Freehold NonStrata	"2 Storey w/Bsmt.,3 Storey"																	
5718 Alma Street	"$2,789,000"	5	3	47 ft x 136 ft (6421 ft²)	Built in 1929 (91 yrs old)	"$7,185"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
208 3636 W 39th Avenue	"$889,900"	1	1	Built in 2023 (-3 yrs old)	$0	$515	Vancouver West	Southlands	Apt/Condo	Freehold Strata	Upper Unit																	
407 3636 W 39th Avenue	"$3,149,900"	3	2	Built in 2023 (-3 yrs old)	$0	$888	Vancouver West	Southlands	Apt/Condo	Freehold Strata	"Penthouse,Upper Unit"																	
101 3636 W 39th Avenue	"$1,949,900"	2	3	Built in 2023 (-3 yrs old)	$0	"$1,097"	Vancouver West	Southlands	Townhouse	Freehold Strata	"2 Storey,Ground Level Unit"																	
403 3636 W 39th Avenue	"$2,199,900"	2	3	Built in 2023 (-3 yrs old)	$0	$888	Vancouver West	Southlands	Apt/Condo	Freehold Strata	"Penthouse,Upper Unit"																	
3070 W 49 Avenue	"$13,800,000"	4	5	167 ft x 330 ft (1.27 acres)	Built in 1957 (63 yrs old)	"$23,876"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey																	
3483 Deering Island Place	"$3,880,000"	5	5	60 ft x 134 ft (8052 ft²)	Built in 1994 (26 yrs old)	"$11,464"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey																	
7353 Yew Street	"$3,999,000"	4	4	Built in 1983 (37 yrs old)	"$8,652"	$625	Vancouver West	Southlands	Townhouse	Freehold Strata	"3 Level Split,End Unit"																	
3675 SW Marine Drive	"$3,160,000"	9	5	105 ft x 90 ft (9400 ft²)	Built in 1941 (79 yrs old)	"$7,821"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3414 W 44th Avenue	"$5,400,000"	4	3	100 ft x 130 ft (13000 ft²)	Built in 1939 (81 yrs old)	"$15,437"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5819 Wallace Street	"$3,780,000"	4	4	66 ft x 134 ft (8877 ft²)	Built in 1987 (33 yrs old)	"$11,338"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2230 SW Marine Drive	"$6,980,000"	4	5	100 ft x 473 ft (1.09 acres)	$0	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey	473.57																	
5687 Holland Street	"$5,980,000"	8	10	78 ft x 134 ft (10491 ft²)	Built in 2016 (4 yrs old)	"$16,160"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3528 W 39th Avenue	"$4,398,000"	5	5	52 ft x 101 ft (5278 ft²)	Built in 2013 (7 yrs old)	"$10,815"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5925 Dunbar Street	"$4,900,000"	3	2	Built in 1946 (74 yrs old)	Vancouver West	Southlands	House	Freehold	75 ft	R2521566	Ron Williams																	
212 5723 Collingwood Street	"$589,000"	1	1	Built in 2001 (19 yrs old)	"$1,483"	$318	Vancouver West	Southlands	Apt/Condo	Freehold Strata	1 Storey																	
8473 Isabel Place	"$2,748,000"	3	4	65 ft x 87 ft (5826 ft²)	Built in 2009 (11 yrs old)	"$7,697"	$0	Vancouver West	Southlands	House	Freehold Strata																	
3819 SW Marine Drive	"$2,650,000"	5	4	68 ft x 100 ft (6038 ft²)	Built in 1941 (79 yrs old)	"$7,189"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2318 SW Marine Drive	"$4,290,000"	6	6	95 ft x 156 ft (14825 ft²)	Built in 1994 (26 yrs old)	"$14,881"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
202 5555 Dunbar Street	"$558,000"	1	1	Built in 2015 (5 yrs old)	"$1,633"	$300	Vancouver West	Southlands	Apt/Condo	Freehold Strata	"1 Storey,Upper Unit"																	
3556 W 38th Avenue	"$3,888,000"	4	6	50 ft x 109 ft (5475 ft²)	Built in 1991 (29 yrs old)	"$9,958"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3412 W 43rd Avenue	"$2,980,000"	6	5	66 ft x 100 ft (0 ft²)	Built in 2020 (0 yrs old)	$0	$0	Vancouver West	Southlands	Duplex	Freehold Strata																	
3410 W 43rd Avenue	"$2,780,000"	5	5	66 ft x 100 ft (0 ft²)	Built in 2020 (0 yrs old)	"$8,998"	$0	Vancouver West	Southlands	Duplex	Freehold Strata																	
6177 Collingwood Place	"$3,380,000"	6	3	11195 ft²	Built in 1955 (65 yrs old)	"$8,654"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4025 W 38th Avenue	"$5,980,000"	6	6	50 ft x 138 ft (6900 ft²)	Built in 2020 (0 yrs old)	"$13,617"	Vancouver West	Southlands	House	Freehold NonStrata	2 Storey w/Bsmt.																	
